"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_Ability_item_rebels_sword"							"Rebels Sword"
		"DOTA_Tooltip_Ability_item_rebels_sword_Description"				"<h1>Passive: Corrosive Armor</h1> Reduces the enemy armor with every hit.\n After %max_disarmor_pct%%  disarmor, next attacks will applies additional %disarmor_const% disarmor per hit."
		"DOTA_Tooltip_Ability_item_rebels_sword_Lore"                       "Weapons of Burning Legion"
		"DOTA_Tooltip_Ability_item_rebels_sword_bonus_damage"				"+$damage"
		"DOTA_Tooltip_Ability_item_rebels_sword_bonus_all_stats"			"+$all"
		"DOTA_Tooltip_Ability_item_rebels_sword_bonus_attack_speed"			"+$attack"
		"DOTA_Tooltip_Ability_item_rebels_sword_disarmor"					"%DISARMOR PER HIT:"
		"DOTA_Tooltip_Ability_item_rebels_sword_disarmor_const"				"DISARMOR PER HIT:"
		"DOTA_Tooltip_Ability_item_rebels_sword_max_disarmor_pct"			"%MAX DISARMOR:"
		"DOTA_Tooltip_Ability_item_rebels_sword_duration"					"DISARMOR DURATION:"
		"DOTA_Tooltip_modifier_rebels_sword_disarmor" 						"Rebel Disarmor" 
		"DOTA_Tooltip_modifier_rebels_sword_disarmor_Description"			"Armor decreased by rebels sword"

		"DOTA_Tooltip_ability_item_static_amulet"									"Static Amulet"
		"DOTA_Tooltip_ability_item_static_amulet_Description"						"<h1>Passive: Static Amulet</h1>When cast, deals additional damage equal to %damage% + %damage_pct%% of their current health to all enemies within a %radius% of the caster"
		"DOTA_Tooltip_ability_item_static_amulet_bonus_armor"						"+$armor"
		"DOTA_Tooltip_ability_item_static_amulet_bonus_int"							"+$int"
		"DOTA_Tooltip_ability_item_static_amulet_bonus_all_att"						"+$all"

		"DOTA_Tooltip_ability_item_slice_amulet"									"Static Amulet"
		"DOTA_Tooltip_ability_item_slice_amulet_Description"						"<h1>Passive: Static Amulet</h1>When cast, deals additional damage equal to %damage% + %damage_pct%% of their current health to all enemies within a %radius% of the casterы"
		"DOTA_Tooltip_ability_item_slice_amulet_bonus_armor"						"+$armor"
		"DOTA_Tooltip_ability_item_slice_amulet_bonus_int"							"+$int"
		"DOTA_Tooltip_ability_item_slice_amulet_bonus_all_att"						"+$all"

		"DOTA_Tooltip_Ability_item_static_amulet_old"						"Magic Singularity"
		"DOTA_Tooltip_Ability_item_static_amulet_old_Description"			"<h1>Active: Disarm</h1>Prevents an enemy from attacking for %debuff_duration% seconds.\n<h1>Passive: Magic Singularity</h1> All ability casts generate 1 static charge. Static Charge increases spell amplification by %spell_amplify_by_cast%% for %buff_duration% seconds"
		"DOTA_Tooltip_Ability_item_static_amulet_old_bonus_armor"			"+$armor"
		"DOTA_Tooltip_Ability_item_static_amulet_old_bonus_int"				"+$int"
		"DOTA_Tooltip_Ability_item_static_amulet_old_bonus_stats"			"+$all"


		"DOTA_Tooltip_modifier_static_mag_amplify_count"							"Magic Singularity Amplification"
		"DOTA_Tooltip_modifier_static_mag_amplify_count_Description"				"Increase output spell amplification damage"
			
		"DOTA_Tooltip_modifier_static_disarm"								"Disarmed"
		"DOTA_Tooltip_modifier_static_disarm_Description"					"Disarmed"

		"DOTA_Tooltip_Ability_item_slice_amulet_old"						"Magic Singularity"
		"DOTA_Tooltip_Ability_item_slice_amulet_old_Description"			"<h1>Active: Disarm</h1>Prevents an enemy from attacking for %debuff_duration% seconds.\n<h1>Passive: Magic Singularity</h1> All ability casts generate 1 static charge. Static Charge increases spell amplification by %spell_amplify_by_cast%% for %buff_duration% seconds"
		"DOTA_Tooltip_Ability_item_slice_amulet_old_bonus_armor"			"+$armor"
		"DOTA_Tooltip_Ability_item_slice_amulet_old_bonus_int"				"+$int"
		"DOTA_Tooltip_Ability_item_slice_amulet_old_bonus_stats"			"+$all"


		"DOTA_Tooltip_Ability_item_custom_seer_stone"					"Seer stone"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_int"					"+$int"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_mp"					"+$mana"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_mp_regen"				"+$mana_regen"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_cast_range"				"+$cast_range"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_spell_damage"			"%+Spell damage"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_2"					"Seer stone 2"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_2_int"					"+$int"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_2_mp"					"+$mana"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_2_mp_regen"				"+$mana_regen"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_2_cast_range"				"+$cast_range"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_2_spell_damage"			"%+Spell damage"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_3"					"Seer stone 3"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_3_int"					"+$int"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_3_mp"					"+$mana"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_3_mp_regen"				"+$mana_regen"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_3_cast_range"				"+$cast_range"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_3_spell_damage"			"%+Spell damage"
		"DOTA_Tooltip_Ability_item_custom_seer_stone_Description"	 "<h1>Active: Reveal</h1>  Reveals a target %active_radius% area of the map for %active_duration% seconds."
		"DOTA_Tooltip_Ability_item_custom_seer_stone_2_Description"	 "<h1>Active: Reveal</h1>  Reveals a target %active_radius% area of the map for %active_duration% seconds."
		"DOTA_Tooltip_Ability_item_custom_seer_stone_3_Description"	 "<h1>Active: Reveal</h1>  Reveals a target %active_radius% area of the map for %active_duration% seconds."

		"DOTA_Tooltip_ability_separation_of_souls_bear"						"Merging Of Souls"
		"DOTA_Tooltip_ability_separation_of_souls_bear_Description"			"The souls of the bear and druid merge, which gives the bear a part of the attack, armor and attack speed of the druid."
		"DOTA_Tooltip_ability_separation_of_souls_bear_bonus_attack"		"%DAMAGE INCREASE:"
		"DOTA_Tooltip_ability_separation_of_souls_bear_bonus_armor"			"%ARMOR INCREASE:"
		"DOTA_Tooltip_ability_separation_of_souls_bear_bonus_aspeed"		"%ATTACK SPEED INCREASE:"

		"DOTA_Tooltip_ability_summon_cleave"						"Summon Cleave"
		"DOTA_Tooltip_ability_summon_cleave_Description"			"Deal cleave attack"
		"DOTA_Tooltip_ability_summon_cleave_radius"				"RADIUS:"
		"DOTA_Tooltip_ability_summon_cleave_cleave_percent"		"%DAMAGE:"

		"DOTA_Tooltip_ability_item_giant_ring_aa"						"GIANT RING"
		"DOTA_Tooltip_ability_item_giant_ring_aa_Description"			"<h1>Active: Giant Step</h1> All attributes increased by %bonus_all_stats_pct%%. Deals %stat_damage_per_sec%% of all attributes damage in radius %radius% around hero. Allows to move through units. Duration: %duration% sec."
		"DOTA_Tooltip_ability_item_giant_ring_aa_bonus_all_stats"		"+$all"
		"DOTA_Tooltip_ability_item_giant_ring_aa_movement_speed"		"+$move_speed"
		"DOTA_Tooltip_ability_item_giant_ring_aa_attack_speed"			"+$attack"

        "DOTA_Tooltip_ability_item_bloodstone_2"									"BLOODSTONE 2"
		"DOTA_Tooltip_ability_item_bloodstone_2_Description"                        "<h1>Active: Bloodpact</h1> Increases Bloodstone's Spell Lifesteal by %lifesteal_multiplier%x and also converts the same percentage of damage dealt to mana. Lasts %buff_duration% seconds."
        "DOTA_Tooltip_ability_item_bloodstone_2_Lore"                                "The Bloodstone's bright ruby color is unmistakable on the battlefield, as the owner seems to have infinite vitality and spirit."
        "DOTA_Tooltip_ability_item_bloodstone_2_Note0"                            "Using Bloodpact leaves you drained for 40 seconds and can't benefit from Bloodpact again during that time."
        "DOTA_Tooltip_ability_item_bloodstone_2_bonus_health"                        "+$health"
        "DOTA_Tooltip_ability_item_bloodstone_2_bonus_mana"                        "+$mana"
        "DOTA_Tooltip_ability_item_bloodstone_2_spell_lifesteal"                    "%+$spell_lifesteal"

        "DOTA_Tooltip_ability_item_bloodstone_3"									"BLOODSTONE 3"
		"DOTA_Tooltip_ability_item_bloodstone_3_Description"                        "<h1>Active: Bloodpact</h1> Increases Bloodstone's Spell Lifesteal by %lifesteal_multiplier%x and also converts the same percentage of damage dealt to mana. Lasts %buff_duration% seconds."
        "DOTA_Tooltip_ability_item_bloodstone_3_Lore"                                "The Bloodstone's bright ruby color is unmistakable on the battlefield, as the owner seems to have infinite vitality and spirit."
        "DOTA_Tooltip_ability_item_bloodstone_3_Note0"                            "Using Bloodpact leaves you drained for 40 seconds and can't benefit from Bloodpact again during that time."
        "DOTA_Tooltip_ability_item_bloodstone_3_bonus_health"                        "+$health"
        "DOTA_Tooltip_ability_item_bloodstone_3_bonus_mana"                        "+$mana"
        "DOTA_Tooltip_ability_item_bloodstone_3_spell_lifesteal"                    "%+$spell_lifesteal"

        "DOTA_Tooltip_modifier_bloodstone_active"                            "Bloodpact"
        "DOTA_Tooltip_modifier_bloodstone_active_Description"                "Increases spell lifesteal and regens mana from dealt spell damage."

        "DOTA_Tooltip_modifier_bloodstone_cooldown"                            "Drained"
        "DOTA_Tooltip_modifier_bloodstone_cooldown_Description"                "Bloodpact's Bonuses will not apply to a unit that's drained."
	}
}
